M,type,N1,N2,N3,N4
38951,QUAD,19450,18158,94,19449.0
38953,QUAD,2209,19354,19355,19352.0
38954,QUAD,19449,18057,18060,19450.0
38957,TRIA,19449,19271,18057,
38958,QUAD,18054,92,19449,19450.0
38960,QUAD,19449,92,19272,19271.0
38963,QUAD,86,18053,19450,19449.0
38964,QUAD,19274,86,19449,19271.0
38986,QUAD,121,19515,18840,18841.0
38989,QUAD,19358,19356,208,2211.0
38990,QUAD,18158,19516,135,82.0
38994,QUAD,122,18840,19515,124.0
38995,TRIA,41,2211,208,
39015,QUAD,121,19516,19560,120.0
39016,QUAD,36,90,19265,19269.0
39017,QUAD,19549,18054,36,84.0
39018,QUAD,90,18054,19450,18158.0
39020,QUAD,57,18902,19358,59.0
39067,QUAD,18060,19450,18053,19619.0
39077,QUAD,6,19615,18053,19549.0
39081,QUAD,19615,35,19619,18053.0
39092,QUAD,9,120,19570,19353.0
39095,QUAD,19619,19602,80,18060.0
39098,QUAD,18894,2209,76,18874.0
39105,QUAD,6,2,16827,1.0
39135,QUAD,19602,19619,35,19632.0
39144,QUAD,18839,99,19620,98.0
39145,QUAD,25,19629,19625,20.0
39146,QUAD,111,113,19621,19626.0
39148,QUAD,19615,6,1,81.0
39152,TRIA,35,19615,81,
39153,QUAD,18839,19340,69,19388.0
39162,QUAD,136,19658,19640,19621.0
39164,QUAD,25,26,19645,19629.0
39166,QUAD,19621,19640,7,19626.0
39168,QUAD,19388,69,47,18838.0
39176,QUAD,19640,19658,19666,19644.0
39178,QUAD,19625,19629,19642,128.0
39181,QUAD,19629,19645,19656,19642.0
39182,QUAD,19644,19656,19645,19631.0
39199,QUAD,19347,99,19346,18831.0
39200,QUAD,129,128,19642,19655.0
39201,QUAD,19666,74,19656,19644.0
39211,QUAD,19653,19668,63,18843.0
39214,QUAD,50,19683,19666,19658.0
39217,QUAD,18779,129,19655,96.0
39222,QUAD,19668,129,18779,19381.0
39230,QUAD,74,19666,19683,54.0
39237,QUAD,19655,74,54,96.0
39243,QUAD,96,19704,18819,18779.0
39251,QUAD,19708,54,19683,19702.0
39253,QUAD,19330,19381,18779,18819.0
39258,QUAD,96,54,19708,19704.0
39264,QUAD,19702,89,19729,19708.0
39265,QUAD,89,19702,118,116.0
39266,QUAD,19714,19720,18819,19704.0
39271,QUAD,19704,19708,19729,19714.0
39277,TRIA,19365,19730,89,
39278,QUAD,19725,19731,19720,19714.0
39280,QUAD,55,19720,19731,19325.0
39286,QUAD,19730,19738,19729,89.0
39294,QUAD,19714,19729,19738,19725.0
39296,QUAD,19730,19365,73,18318.0
39297,TRIA,73,61,21,
39298,QUAD,18318,71,19738,19730.0
39303,QUAD,42,19731,19725,44.0
39311,QUAD,12,19325,19731,42.0
39321,QUAD,18436,18164,19305,28.0
39325,TRIA,18366,18318,19443,
39330,TRIA,18164,18436,19443,
39337,QUAD,18436,45,18366,19443.0
39356,QUAD,28,30,45,18436.0
39381,QUAD,19316,34,18761,30.0
39399,QUAD,18620,34,19316,19320.0
39409,QUAD,19808,18620,19320,19319.0
39411,QUAD,19319,106,85,19808.0
39412,TRIA,19331,18819,18779,
39429,TRIA,19388,18839,19349,
39430,TRIA,19388,19349,19346,
39439,QUAD,18318,60,19446,19443.0
39441,QUAD,19446,60,19299,19297.0
39443,QUAD,56,18366,19443,19446.0
39445,QUAD,19298,56,19446,19297.0
39446,QUAD,18164,58,19446,19443.0
39449,QUAD,19446,58,19294,19297.0
39459,QUAD,52,18436,19443,19446.0
39460,QUAD,19293,52,19446,19297.0
39472,QUAD,34,18761,19318,19.0
